 engine bench mean min max variance standard-deviation
ch-jit binary-trees 5.801397323608398 5.0719146728515625 6.0879669189453125 0.09670950215877383 0.3109815141753185
ch-nojit binary-trees 34.13678656684028 33.71958923339844 34.500732421875 0.08017421643721101 0.2831505190481045
d8-jit binary-trees 1.1611836751302083 1.1212615966796875 1.214385986328125 0.0010078166508012349 0.03174612812298903
d8-nojit binary-trees 6.8802490234375 6.8185272216796875 7.0005035400390625 0.003135673546542724 0.05599708516112892
duk binary-trees 35.1010684967041 34.838714599609375 35.51606750488281 0.04832652519326075 0.21983294837958378
espruino binary-trees 0.2601437038845486 0.231689453125 0.3014678955078125 0.0006802112473473873 0.026080859789266674
hermes-gengc binary-trees 1111.3544654846191 1106.3387298583984 1114.0534973144531 6.378457027938566 2.525560735349393
hermes-hades binary-trees 854.3741929796007 851.1842803955078 857.9811401367188 5.905710323374535 2.4301667274848726
hermes-malloc binary-trees 818.924060397678 810.1724853515625 826.9228820800781 25.443452206894435 5.04415029582728
jerry-512k binary-trees 34.7302360534668 34.660980224609375 34.8009033203125 0.0020282339391997084 0.04503591832304198
jerry-6m binary-trees 36.56363423665365 36.42913818359375 36.81117248535156 0.01313642795301146 0.11461425719783495
js-24-jit binary-trees 2.01847161187066 1.961212158203125 2.068756103515625 0.0009761791112890215 0.031243865178447777
js-24-nojit binary-trees 25.03768581814236 24.737518310546875 25.603744506835938 0.08499901725071263 0.2915459093362701
js-52-jit binary-trees 2.4208441840277777 2.38037109375 2.4988250732421875 0.0012305407428447113 0.035079064167174004
js-52-nojit binary-trees 66.91199917263455 66.47230529785156 67.59712219238281 0.11536895053139255 0.33966005142111216
js-jit binary-trees 20.382278442382812 19.37603759765625 22.090057373046875 0.6847764478168554 0.827512204028953
js-nojit binary-trees 20.742877536349827 19.297653198242188 23.247756958007812 1.3720651285918315 1.17135183808787
jsc-jit binary-trees 2.2673780653211804 2.182769775390625 2.3801116943359375 0.00383351321251672 0.061915371375101357
jsc-nojit binary-trees 8.82742691040039 8.715240478515625 9.130813598632812 0.014668373958556913 0.12111306270818567
