 engine bench mean min max variance standard-deviation
ch-jit binary-trees 4.319265365600586 3.7786102294921875 4.53326416015625 0.05514016316374182 0.23481942671708791
ch-nojit binary-trees 25.825849745008682 25.503738403320312 26.10626220703125 0.04534222317261644 0.212937134320476
d8-d8 binary-trees 0.8704613579644097 0.8433074951171875 0.91754150390625 0.0005685353398690989 0.02384397911148848
d8-d8 binary-trees 5.179651260375977 5.153228759765625 5.2276153564453125 0.0006629390954913106 0.025747603684446257
duk binary-trees 26.604907989501953 26.40692138671875 26.912200927734375 0.02761379895673599 0.16617400204826263
espruino binary-trees 0.18914286295572916 0.1646270751953125 0.21014404296875 0.0003358096194763978 0.018325108989482104
hermes-gengc binary-trees 844.2855281829834 839.4561614990234 846.8112945556641 5.924815982343716 2.434094489197927
hermes-hades binary-trees 649.3815290662977 646.6443328857422 652.3832855224609 4.341598678661947 2.083650325429377
hermes-malloc binary-trees 621.9487508138021 614.5027923583984 628.4565124511719 17.446472895693862 4.176897520372491
jerry-512k binary-trees 26.294725206163193 26.150344848632812 26.48468017578125 0.00727290450307874 0.08528132564095577
jerry-6m binary-trees 27.674570719401043 27.508590698242188 27.872055053710938 0.009894060488376353 0.09946889206368166
js-24-js binary-trees 1.5079515245225694 1.473114013671875 1.542388916015625 0.0004846622569509494 0.022015046149189636
js-24-js binary-trees 19.001795450846355 18.73406982421875 19.431961059570312 0.051602808551655874 0.22716251572752022
js-52-js binary-trees 1.8216739230685763 1.797607421875 1.8357696533203125 0.0002740609034160037 0.016554784909989125
js-52-js binary-trees 50.890982733832466 50.46421813964844 51.41249084472656 0.07579613042949343 0.2753109704125381
jsc-jsc binary-trees 1.698789808485243 1.6422882080078125 1.7935943603515625 0.0024147450429513866 0.049140055382054536
jsc-jsc binary-trees 6.70025634765625 6.5753173828125 7.0236968994140625 0.020527147274050448 0.14327298166106003
js-js binary-trees 15.364747789171007 14.609893798828125 16.690078735351562 0.4030500757737936 0.6348622494477
js-js binary-trees 15.620313856336805 14.541412353515625 17.439407348632812 0.7467310715489733 0.8641360260682188
mujs binary-trees 22.568905300564236 22.117477416992188 23.061279296875 0.09396913408497233 0.30654385344510227
node-node binary-trees 2.3521785736083984 2.337371826171875 2.373504638671875 0.0002248164346383419 0.014993879906093082
