 engine bench mean min max variance standard-deviation
ch-jit binary-trees 0.9623489379882812 0.807891845703125 1.226837158203125 0.025573870982043445 0.15991832597311492
ch-nojit binary-trees 4.77543470594618 4.684539794921875 4.87762451171875 0.003094012199406639 0.055623845600665175
d8-jit binary-trees 0.17431259155273438 0.162139892578125 0.213714599609375 0.0002845261333277449 0.01686790245785601
d8-nojit binary-trees 0.9450912475585938 0.916107177734375 1.059814453125 0.001984650851227343 0.04454942032425723
duk binary-trees 4.547945022583008 4.4945526123046875 4.5999755859375 0.001785021126124775 0.04224951036550335
espruino binary-trees 0.03912162780761719 0.03448486328125 0.0436859130859375 1.3235166989034042e-05 0.003638016903346388
hermes-gengc binary-trees 144.4366743299696 143.88958740234375 145.11273193359375 0.19584815289227317 0.4425473453680105
hermes-hades binary-trees 111.92531500922308 111.62413024902344 112.47489929199219 0.0831822048826718 0.2884132536529343
hermes-malloc binary-trees 108.59166971842448 107.82614135742188 108.9749755859375 0.12051022596036394 0.34714582809010386
jerry-512k binary-trees 4.541868209838867 4.5053558349609375 4.594512939453125 0.000757166442781454 0.027516657551044495
jerry-6m binary-trees 4.756610870361328 4.7292633056640625 4.83746337890625 0.001136469581979327 0.03371156451396652
js-24-jit binary-trees 0.431304931640625 0.2976531982421875 0.695556640625 0.03232428943738341 0.1797895698792992
js-24-nojit binary-trees 3.2448463439941406 3.131500244140625 3.317108154296875 0.0030579392187064514 0.055298636680359954
js-52-jit binary-trees 0.3469984266493056 0.3270263671875 0.379638671875 0.00027018027196143885 0.016437161310927106
js-52-nojit binary-trees 8.438405990600586 8.33306884765625 8.609603881835938 0.010921404227701714 0.10450552247466023
 js  binary-trees 3.139842987060547 2.85382080078125 3.365509033203125 0.020559556476655416 0.14338604003408217
 js  binary-trees 3.0467987060546875 2.81805419921875 3.3813629150390625 0.0413133162073791 0.20325677407500864
jsc-jit binary-trees 0.4751925998263889 0.3068084716796875 0.6734161376953125 0.023453678665567693 0.15314593910896787
jsc-nojit binary-trees 1.3213748931884766 1.2757568359375 1.4261322021484375 0.0019591433192545082 0.044262210962112004
mujs binary-trees 3.918689727783203 3.8521575927734375 3.9964447021484375 0.0018150330724893138 0.04260320495560532
node-jit binary-trees 0.63323974609375 0.428466796875 1.0634918212890625 0.07073311569790046 0.26595698091590014
node-nojit binary-trees 1.218809339735243 1.1877899169921875 1.2848968505859375 0.0009755286514575097 0.031233454043021077
qjs binary-trees 1.7137976752387152 1.6764373779296875 1.794158935546875 0.0012760920404100123 0.03572243049415888
rhino-jit binary-trees 9.608239067925346 8.074691772460938 10.47625732421875 0.7789942120880258 0.8826064876761477
rhino-nojit binary-trees 105.66734822591145 103.38670349121094 106.73439025878906 1.0905171022233036 1.0442782685775394
ch-jit fannkuch-redux 0.4367790222167969 0.3947296142578125 0.547821044921875 0.0021212315623415634 0.046056829703547374
ch-nojit fannkuch-redux 7.775909423828125 7.7159576416015625 7.8699798583984375 0.0027588317752815783 0.052524582580745736
d8-jit fannkuch-redux 0.3103468153211806 0.1808013916015625 0.51263427734375 0.01999568325800844 0.1414060934260205
d8-nojit fannkuch-redux 3.6577281951904297 3.4688262939453125 4.1477203369140625 0.03801158562055207 0.1949656011212031
duk fannkuch-redux 5.328392028808594 5.0959320068359375 6.132904052734375 0.10020373528823256 0.3165497358840038
espruino fannkuch-redux 629.786612616645 622.4275970458984 635.8309936523438 14.28834274561823 3.7799924266614915
hermes-gengc fannkuch-redux 149.46534538269043 148.5928955078125 149.75827026367188 0.1346774489757081 0.3669842625722636
hermes-hades fannkuch-redux 150.7423350016276 149.06503295898438 153.97125244140625 2.4343525779226587 1.5602411922272335
hermes-malloc fannkuch-redux 145.39087592230902 142.79153442382812 148.3284149169922 2.123497555400302 1.4572225483433552
jerry-512k fannkuch-redux 8.85171127319336 8.774124145507812 8.980972290039062 0.005218130463617854 0.07223662826861352
jerry-6m fannkuch-redux 8.037611219618055 7.94366455078125 8.121246337890625 0.00478656136971197 0.06918497936483012
js-24-jit fannkuch-redux 0.3769751654730903 0.1782684326171875 0.5086669921875 0.019766808751924537 0.1405944833623444
js-24-nojit fannkuch-redux 11.756891886393229 11.300933837890625 12.340164184570312 0.0842344091894726 0.2902316474636641
js-52-jit fannkuch-redux 0.2975192599826389 0.2737884521484375 0.3357391357421875 0.0004450688541027499 0.02109665504535612
js-52-nojit fannkuch-redux 9.762149386935764 9.449905395507812 10.04608154296875 0.03130603502906951 0.17693511530804026
 js  fannkuch-redux 2.1417643229166665 2.06915283203125 2.212371826171875 0.0025088271747032804 0.05008819396527769
 js  fannkuch-redux 2.0951165093315973 1.99322509765625 2.181488037109375 0.004406074067738689 0.06637826502507194
jsc-jit fannkuch-redux 0.518707275390625 0.315399169921875 0.7943878173828125 0.03740498242485854 0.1934036773819426
jsc-nojit fannkuch-redux 1.8396644592285156 1.7210845947265625 2.3096466064453125 0.03242316957039293 0.180064348415762
mujs fannkuch-redux 19.341676500108505 18.838394165039062 20.503997802734375 0.2971924214543384 0.5451535760263693
node-jit fannkuch-redux 0.6313120524088541 0.4322967529296875 1.07958984375 0.07114859385829833 0.2667369375588959
node-nojit fannkuch-redux 3.859310574001736 3.741668701171875 4.0984039306640625 0.015436228249727945 0.12424261849191663
qjs fannkuch-redux 3.281667709350586 3.147796630859375 3.460723876953125 0.009688716261734953 0.09843127684702131
rhino-jit fannkuch-redux 12.881034003363716 11.9681396484375 15.102447509765625 0.9955942930400741 0.9977947148788041
rhino-nojit fannkuch-redux 233.9579332139757 228.32907104492188 238.63644409179688 9.67109395943605 3.1098382529379323
ch-jit mandelbrot 0.684295654296875 0.65264892578125 0.7545928955078125 0.0008731858688406646 0.029549718591564703
ch-nojit mandelbrot 22.144777086046005 21.736251831054688 22.63055419921875 0.09606541690336151 0.3099442157927157
d8-jit mandelbrot 1.7207404242621527 1.697296142578125 1.75274658203125 0.00031317621009585296 0.01769678530399951
d8-nojit mandelbrot 9.421537399291992 9.068283081054688 9.872512817382812 0.08291480704428977 0.28794931332491447
duk mandelbrot 69.93470594618056 69.06985473632812 70.73211669921875 0.31536868247950883 0.5615769604244006
espruino mandelbrot 735.4051683213976 723.3695831298828 752.6520080566406 64.13403154032328 8.008372590003745
hermes-gengc mandelbrot 1144.5624576144749 1138.1734161376953 1150.0052185058594 18.961891094107685 4.354525358073792
hermes-hades mandelbrot 774.464109632704 758.3333892822266 781.9392852783203 58.82402803156133 7.669682394438595
hermes-malloc mandelbrot 778.2614949544271 767.6163177490234 788.3857269287109 64.64746272444933 8.040364589025135
jerry-512k mandelbrot 24.919343948364258 24.70758056640625 25.295181274414062 0.02734831309862784 0.1653732538793013
jerry-6m mandelbrot 40.0467037624783 39.691436767578125 40.35383605957031 0.0486113254590259 0.2204797620168933
js-24-jit mandelbrot 0.6071929931640625 0.4054718017578125 1.124359130859375 0.07578526773593491 0.27529124166223473
