 engine bench mean min max variance standard-deviation
jerry-6m array-some 86.77777777777777 85.0 92.0 7.283950617283951 2.698879511442471
js-24-js array-some 21.0 21.0 21.0 0.0 0.0
js-24-js array-some 210.33333333333334 202.0 221.0 23.111111111111107 4.807401700618652
js-52-js array-some 32.5 32.0 33.0 0.25 0.5
js-52-js array-some 429.8888888888889 420.0 442.0 42.32098765432099 6.505458297024199
jsc-jsc array-some 32.888888888888886 29.0 36.0 4.5432098765432105 2.1314806770278754
jsc-jsc array-some 89.22222222222223 84.0 98.0 25.728395061728396 5.072316538005923
js-js array-some 246.33333333333334 219.0 277.0 309.11111111111114 17.58155599232079
js-js array-some 245.77777777777777 224.0 266.0 211.28395061728395 14.53560974356714
mujs array-some 176.375 173.0 179.0 2.734375 1.653594569415369
node-node array-some 51.0 51.0 51.0 0.0 0.0
node-node array-some 67.0 67.0 67.0 0.0 0.0
qjs array-some 59.625 57.0 62.0 2.984375 1.7275343701356567
rhino-jit array-some 1249.111111111111 1183.0 1378.0 3365.6543209876545 58.01425963491781
rhino-nojit array-some 6179.666666666667 6123.0 6229.0 900.8888888888889 30.014811158641145
ch-jit array-findIndex 54.333333333333336 49.0 58.0 12.444444444444446 3.527668414752788
ch-nojit array-findIndex 142.33333333333334 140.0 146.0 3.1111111111111116 1.763834207376394
d8-d8 array-findIndex 11.25 11.0 12.0 0.1875 0.4330127018922193
d8-d8 array-findIndex 25.0 25.0 25.0 0.0 0.0
duk array-findIndex 1.6666666666666667 1.0 3.0 0.8888888888888888 0.9428090415820634
espruino array-findIndex 2741.1111111111113 2719.0 2778.0 566.7654320987655 23.80683582710574
hermes-gengc array-findIndex 3362.5 3359.0 3365.0 4.25 2.0615528128088303
hermes-hades array-findIndex 2623.5555555555557 2618.0 2633.0 19.135802469135804 4.374448818895451
hermes-malloc array-findIndex 2707.777777777778 2693.0 2722.0 53.061728395061735 7.28434817914834
jerry-512k array-findIndex 72.125 71.0 74.0 1.359375 1.165922381636102
jerry-6m array-findIndex 87.11111111111111 84.0 91.0 7.65432098765432 2.7666443551086073
js-24-js array-findIndex 7.0 7.0 7.0 0.0 0.0
js-24-js array-findIndex 7.0 7.0 7.0 0.0 0.0
js-52-js array-findIndex 32.5 32.0 33.0 0.25 0.5
js-52-js array-findIndex 422.6666666666667 416.0 427.0 11.555555555555557 3.39934634239519
jsc-jsc array-findIndex 33.0 30.0 36.0 5.111111111111111 2.260776661041756
jsc-jsc array-findIndex 75.66666666666667 72.0 81.0 7.555555555555555 2.748737083745107
js-js array-findIndex 254.77777777777777 239.0 278.0 175.06172839506175 13.231089463648175
js-js array-findIndex 256.44444444444446 240.0 283.0 203.1358024691358 14.2525717843881
mujs array-findIndex 1.4444444444444444 1.0 2.0 0.2469135802469136 0.4969039949999533
node-node array-findIndex 51.125 51.0 52.0 0.109375 0.33071891388307384
node-node array-findIndex 67.0 67.0 67.0 0.0 0.0
qjs array-findIndex 60.0 58.0 63.0 2.0 1.4142135623730951
rhino-jit array-findIndex 1263.0 1168.0 1332.0 2795.3333333333335 52.87091197750738
rhino-nojit array-findIndex 6204.555555555556 6166.0 6250.0 633.358024691358 25.166605346994217
ch-jit array-find 53.333333333333336 51.0 55.0 2.4444444444444446 1.5634719199411433
ch-nojit array-find 142.55555555555554 138.0 145.0 6.024691358024692 2.454524670486058
d8-d8 array-find 11.25 11.0 12.0 0.1875 0.4330127018922193
d8-d8 array-find 27.375 27.0 28.0 0.234375 0.4841229182759271
duk array-find 1.6666666666666667 1.0 4.0 1.5555555555555554 1.247219128924647
espruino array-find 2683.3333333333335 2669.0 2727.0 466.6666666666667 21.602468994692867
hermes-gengc array-find 3355.777777777778 3345.0 3373.0 58.39506172839506 7.6416661617997335
hermes-hades array-find 2614.5555555555557 2604.0 2624.0 43.13580246913581 6.567785202725179
hermes-malloc array-find 2692.875 2685.0 2698.0 18.609375 4.313858481684349
jerry-512k array-find 72.0 71.0 73.0 0.25 0.5
jerry-6m array-find 89.22222222222223 86.0 92.0 5.950617283950617 2.4393887111222385
js-24-js array-find 7.0 7.0 7.0 0.0 0.0
js-24-js array-find 7.0 7.0 7.0 0.0 0.0
js-52-js array-find 32.75 32.0 33.0 0.1875 0.4330127018922193
js-52-js array-find 423.1111111111111 418.0 428.0 6.5432098765432105 2.5579698740491863
jsc-jsc array-find 32.375 29.0 34.0 1.984375 1.4086784586980805
jsc-jsc array-find 79.22222222222223 75.0 88.0 22.395061728395063 4.732342097565968
js-js array-find 250.33333333333334 226.0 280.0 417.99999999999994 20.445048300260872
js-js array-find 249.66666666666666 238.0 263.0 67.77777777777777 8.232726023485645
mujs array-find 1.4444444444444444 1.0 3.0 0.691358024691358 0.8314794192830981
node-node array-find 51.0 51.0 51.0 0.0 0.0
node-node array-find 67.75 67.0 69.0 0.4375 0.6614378277661477
qjs array-find 57.75 56.0 60.0 1.9375 1.3919410907075054
rhino-jit array-find 1252.0 1184.0 1297.0 1236.0 35.156791662493895
rhino-nojit array-find 6195.777777777777 6158.0 6224.0 424.3950617283951 20.600850995247626
ch-jit linked-list 4085.222222222222 4041.0 4112.0 566.8395061728395 23.808391507467267
ch-nojit linked-list 46361.11111111111 46234.0 46512.0 12192.98765432099 110.42186221179658
duk linked-list 65691.66666666667 65485.0 66121.0 40426.444444444445 201.06328467535897
hermes-gengc linked-list 86.125 24.0 468.0 20867.359375 144.4553888749049
ch-jit iter-linked-list 1946.0 1937.0 1959.0 63.75 7.984359711335656
ch-nojit iter-linked-list 3335.5555555555557 3314.0 3362.0 246.02469135802468 15.685174253352262
d8-list/result iter-linked-list 203.75 202.0 205.0 0.6875 0.82915619758885
d8-list/result iter-linked-list 742.6666666666666 738.0 748.0 14.444444444444445 3.80058475033046
duk iter-linked-list 6910.111111111111 6896.0 6929.0 124.09876543209877 11.139962541772695
espruino iter-linked-list 64819.333333333336 64644.0 65040.0 12168.0 110.30865786510141
hermes-gengc iter-linked-list 241263.77777777778 240902.0 241756.0 92939.28395061729 304.8594495019259
hermes-hades iter-linked-list 110942.33333333333 110487.0 111755.0 230067.11111111112 479.6531153981084
hermes-malloc iter-linked-list 121212.0 120834.0 121639.0 76096.0 275.85503439306666
jerry-512k iter-linked-list 4188.25 4080.0 4316.0 7608.4375 87.2263578283537
jerry-6m iter-linked-list 4689.111111111111 4569.0 4822.0 7916.098765432097 88.97246071359439
js-24-list/result iter-linked-list 365.0 363.0 369.0 3.111111111111111 1.7638342073763937
js-24-list/result iter-linked-list 1792.888888888889 1681.0 1935.0 9855.20987654321 99.27340971550846
js-52-list/result iter-linked-list 545.8888888888889 544.0 550.0 4.098765432098766 2.0245407953653998
js-52-list/result iter-linked-list 2220.0 2208.0 2230.0 57.77777777777778 7.60116950066092
jsc-list/result iter-linked-list 528.7777777777778 520.0 534.0 17.283950617283953 4.15739709641549
jsc-list/result iter-linked-list 1527.375 1520.0 1534.0 23.484375 4.846067993745032
js-list/result iter-linked-list 1056.7777777777778 1046.0 1082.0 122.17283950617282 11.053182324840789
js-list/result iter-linked-list 1052.888888888889 1029.0 1077.0 208.54320987654322 14.441025236337731
mujs iter-linked-list 4633.0 4517.0 4744.0 5684.0 75.39230729988306
node-list/result iter-linked-list 263.22222222222223 259.0 275.0 31.506172839506178 5.613035973473373
node-list/result iter-linked-list 779.5555555555555 776.0 784.0 5.3580246913580245 2.3147407395555177
qjs iter-linked-list 2453.375 2382.0 2663.0 8711.734375 93.33667218730267
rhino-jit iter-linked-list 3709.8888888888887 3540.0 3833.0 9712.987654320988 98.55449078718325
rhino-nojit iter-linked-list 193943.55555555556 191109.0 196475.0 1869135.3580246912 1367.163252148291
ch-jit double-linked-list 577.0 537.0 604.0 364.6666666666667 19.096247449870006
ch-nojit double-linked-list 10580.444444444445 10489.0 10695.0 4117.58024691358 64.16837419565482
d8-list/result double-linked-list 63.25 62.0 64.0 0.4375 0.6614378277661477
d8-list/result double-linked-list 3088.75 3073.0 3107.0 121.9375 11.042531412678889
duk double-linked-list 14456.666666666666 14137.0 14736.0 31599.555555555547 177.76263824424848
espruino double-linked-list 391895.55555555556 391106.0 393055.0 314145.1358024691 560.4865170568058
hermes-gengc double-linked-list 442513.77777777775 441882.0 443323.0 187894.17283950618 433.46761452213036
hermes-hades double-linked-list 352674.8888888889 351757.0 353570.0 416001.65432098764 644.9819023205129
hermes-malloc double-linked-list 300749.8888888889 299393.0 302339.0 898843.4320987654 948.0735372843002
jerry-512k double-linked-list 13820.444444444445 13628.0 14098.0 22108.246913580242 148.6884222580233
jerry-6m double-linked-list 13675.666666666666 13532.0 13895.0 12849.333333333336 113.35489990879678
js-24-list/result double-linked-list 1254.5 1250.0 1267.0 34.25 5.852349955359813
js-24-list/result double-linked-list 13080.555555555555 12747.0 13289.0 40399.580246913574 200.99646824487633
js-52-list/result double-linked-list 114.375 114.0 115.0 0.234375 0.4841229182759271
js-52-list/result double-linked-list 29521.222222222223 29318.0 29879.0 28876.39506172839 169.9305595286745
jsc-list/result double-linked-list 46.888888888888886 44.0 51.0 3.654320987654321 1.9116278371205837
jsc-list/result double-linked-list 3052.25 3031.0 3066.0 108.1875 10.40132203135736
js-list/result double-linked-list 738.4444444444445 614.0 807.0 3936.2469135802467 62.73951636393324
js-list/result double-linked-list 711.6666666666666 626.0 832.0 2963.333333333334 54.43650735796093
mujs double-linked-list 15844.0 15500.0 16095.0 35703.77777777778 188.95443307257383
node-list/result double-linked-list 129.875 129.0 130.0 0.109375 0.33071891388307384
node-list/result double-linked-list 2985.5 2977.0 3002.0 68.25 8.261355820929152
qjs double-linked-list 5713.111111111111 5359.0 6279.0 91594.32098765433 302.64553687053495
rhino-jit double-linked-list 4639.875 4566.0 4692.0 1889.609375 43.46963739209242
rhino-nojit double-linked-list 850749.5 820864.0 877039.0 337251155.25 18364.399125754157
ch-jit iter-double-linked-list 1949.75 1937.0 1967.0 67.1875 8.1967981553775
ch-nojit iter-double-linked-list 3343.0 3321.0 3370.0 297.3333333333333 17.243356208503418
d8-linked iter-double-linked-list 203.0 202.0 205.0 1.0 1.0
d8-linked iter-double-linked-list 736.375 730.0 741.0 15.234375 3.9031237489989987
duk iter-double-linked-list 6927.0 6895.0 7071.0 3010.0 54.86346689738081
espruino iter-double-linked-list 63284.333333333336 63088.0 63586.0 27178.44444444444 164.85886219565037
hermes-gengc iter-double-linked-list 242173.88888888888 241795.0 242865.0 166050.09876543208 407.4924524030256
hermes-hades iter-double-linked-list 111018.11111111111 110575.0 111489.0 97978.09876543208 313.01453443160125
hermes-malloc iter-double-linked-list 122339.88888888889 121154.0 123262.0 556226.0987654321 745.8056709126259
jerry-512k iter-double-linked-list 4230.111111111111 4127.0 4459.0 10399.876543209875 101.97978497334594
jerry-6m iter-double-linked-list 4694.888888888889 4629.0 4735.0 1286.320987654321 35.865317336590245
js-24-linked iter-double-linked-list 359.25 358.0 361.0 0.9375 0.9682458365518543
js-24-linked iter-double-linked-list 1841.888888888889 1710.0 1957.0 7562.3209876543215 86.96160639991835
js-52-linked iter-double-linked-list 543.0 542.0 544.0 0.5 0.7071067811865476
js-52-linked iter-double-linked-list 2234.4444444444443 2213.0 2268.0 371.5802469135803 19.27641685878318
jsc-linked iter-double-linked-list 528.4444444444445 525.0 533.0 6.91358024691358 2.629368792488718
jsc-linked iter-double-linked-list 1528.125 1521.0 1537.0 30.109375 5.4872010169119925
js-linked iter-double-linked-list 1015.6666666666666 1004.0 1033.0 80.22222222222223 8.956685895029603
js-linked iter-double-linked-list 1016.7777777777778 999.0 1041.0 179.7283950617284 13.406281925341135
mujs iter-double-linked-list 4648.444444444444 4522.0 4768.0 7998.913580246914 89.43664562273628
node-linked iter-double-linked-list 264.5 259.0 277.0 44.0 6.6332495807108
node-linked iter-double-linked-list 778.0 774.0 783.0 8.5 2.9154759474226504
qjs iter-double-linked-list 2515.3333333333335 2388.0 2801.0 18171.555555555555 134.8019122844908
rhino-jit iter-double-linked-list 3601.375 3554.0 3629.0 563.984375 23.74835520620323
rhino-nojit iter-double-linked-list 194150.55555555556 192668.0 196253.0 1271557.1358024692 1127.6334226167958
