 engine bench mean min max variance standard-deviation
ch-jit binary-trees 5.633180406358507 4.025787353515625 6.938140869140625 0.5497338789641674 0.7414404082353263
ch-nojit binary-trees 31.727647569444443 31.3359375 32.073699951171875 0.05001937046670068 0.22365010723605896
d8-jit binary-trees 1.0763168334960938 1.0276336669921875 1.1402435302734375 0.0010829187813214958 0.03290773133051709
d8-nojit binary-trees 6.670755386352539 6.5768280029296875 6.81561279296875 0.0072581208623887505 0.08519460582917647
duk binary-trees 34.36347007751465 33.989593505859375 34.765960693359375 0.08775300858178525 0.2962313430104675
espruino binary-trees 0.2572445339626736 0.2353973388671875 0.275787353515625 0.0003776527412327719 0.01943328951137125
hermes-gengc binary-trees 1105.2701856825088 1088.630386352539 1120.0425415039062 103.51196745221422 10.17408312587499
hermes-hades binary-trees 856.7305774688721 853.6359405517578 858.4163055419922 1.975543270320486 1.405540205871211
hermes-malloc binary-trees 829.3241577148438 824.2556457519531 836.5593872070312 9.92307299354838 3.150090950043884
jerry-512k binary-trees 33.662912368774414 33.54502868652344 34.022308349609375 0.019827237814752152 0.1408092248922355
jerry-6m binary-trees 35.338436126708984 35.193695068359375 35.43296813964844 0.0049569096736377105 0.07040532418530371
js-24-jit binary-trees 1.8624081081814237 1.6881866455078125 2.15869140625 0.04046295349267713 0.2011540541293591
js-24-nojit binary-trees 23.43913459777832 22.779525756835938 24.301239013671875 0.21658914596991963 0.46539139009001834
js-52-jit binary-trees 2.2103084988064237 2.1632843017578125 2.29278564453125 0.0013927792394418774 0.037319957655949684
js-52-nojit binary-trees 62.923866271972656 62.399993896484375 63.74603271484375 0.22364414762705564 0.4729102955392869
 js  binary-trees 19.35819329155816 17.32196044921875 20.70819091796875 0.8358741926293773 0.9142615559178771
 js  binary-trees 18.81206766764323 16.966262817382812 20.9649658203125 1.7796070755252407 1.3340191436127298
jsc-jit binary-trees 1.9917026095920138 1.8392791748046875 2.1725006103515625 0.008856887917643712 0.09411104036001149
jsc-nojit binary-trees 8.27740478515625 8.108230590820312 8.748138427734375 0.04469569865614176 0.2114135725447677
mujs binary-trees 28.300460815429688 27.853103637695312 28.862136840820312 0.09389167837798595 0.30641749032649224
node-jit binary-trees 3.0018802218967013 2.75762939453125 3.5109405517578125 0.10360644223674395 0.3218795461608953
node-nojit binary-trees 8.178129408094618 8.063018798828125 8.270126342773438 0.0035432351776111277 0.059525080240274586
qjs binary-trees 12.61294174194336 12.492950439453125 12.6923828125 0.004456858601770364 0.06675970792154774
rhino-jit binary-trees 59.15437655978732 49.605804443359375 65.01016235351562 29.055861413777798 5.390348913918078
rhino-nojit binary-trees 705.9923229217529 698.8295440673828 716.5320739746094 33.72928340380531 5.807691744902213
ch-jit fannkuch-redux 3.0915764702690973 2.6682586669921875 4.222259521484375 0.2406485921036406 0.49055946846803455
ch-nojit fannkuch-redux 58.11862754821777 57.655670166015625 58.39485168457031 0.040052343680144986 0.2001308164180244
d8-jit fannkuch-redux 1.5556471082899306 1.3256378173828125 1.8790435791015625 0.05320584590052382 0.23066392414186448
d8-nojit fannkuch-redux 27.484403610229492 26.679367065429688 29.71826171875 0.7741035643521172 0.879831554533092
duk fannkuch-redux 39.748311360677086 37.514862060546875 45.10218811035156 5.677644668509149 2.382780868755906
espruino fannkuch-redux 4947.939613342285 4904.639953613281 4985.00959777832 973.9918176936335 31.20884197937555
hermes-gengc fannkuch-redux 1149.3457675509983 1140.085708618164 1154.7777862548828 28.783354455541915 5.3650120648086075
hermes-hades fannkuch-redux 1170.1818101671006 1165.3670196533203 1177.3286437988281 18.239258444891025 4.270744483680922
hermes-malloc fannkuch-redux 1131.7036353217231 1128.5702362060547 1136.0651092529297 7.695377211402642 2.7740542913581634
jerry-512k fannkuch-redux 66.76693916320801 66.48516845703125 67.30250549316406 0.05755991898695356 0.2399164833581752
jerry-6m fannkuch-redux 59.8502688937717 59.36250305175781 60.38909912109375 0.09451004582238787 0.3074248620759028
js-24-jit fannkuch-redux 1.6643269856770833 1.332122802734375 1.887359619140625 0.05344224250358012 0.23117578269269495
